,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Profit,Procured_to_Order,Order_to_Ship,Ship_to_Delivery,Procured_to_Delivery
2656,SO - 0002757,Online,WARE-NMK1003,2018-10-27,2019-04-09,2019-04-25,2019-04-28,16,21,200,29,5,0.08,103.85,167.5,770.5,251.25,164,16,3,183
2657,SO - 0002758,Online,WARE-NMK1003,2019-02-04,2019-04-09,2019-04-19,2019-04-20,17,14,132,7,8,0.05,642.2,904.5,6874.2,1736.6,64,10,1,75
2658,SO - 0002759,In-Store,WARE-XYS1001,2019-02-04,2019-04-09,2019-04-22,2019-04-26,2,3,29,25,1,0.08,3072.89,3939.6,3624.4320000000002,551.54,64,13,4,81
2659,SO - 0002760,In-Store,WARE-PUJ1005,2018-10-27,2019-04-09,2019-05-01,2019-05-11,2,26,319,9,5,0.4,2766.56,3738.6,11215.8,-2617.0,164,22,10,196
2660,SO - 0002761,Online,WARE-NMK1003,2018-10-27,2019-04-10,2019-04-24,2019-05-04,13,45,124,35,5,0.4,806.35,971.5,2914.5,-1117.25,165,14,10,189
2661,SO - 0002762,Distributor,WARE-NMK1003,2019-02-04,2019-04-10,2019-04-24,2019-04-27,20,50,132,29,3,0.4,813.11,1098.8,1977.84,-461.49,65,14,3,82
2662,SO - 0002763,Online,WARE-NBV1002,2019-02-04,2019-04-10,2019-04-24,2019-04-30,12,33,76,41,5,0.1,156.18,247.9,1115.5500000000002,334.65,65,14,6,85
2663,SO - 0002764,Wholesale,WARE-NMK1003,2019-02-04,2019-04-10,2019-05-05,2019-05-11,26,36,130,6,4,0.05,1451.22,2418.7,9191.06,3386.18,65,25,6,96
2664,SO - 0002765,In-Store,WARE-NMK1003,2019-02-04,2019-04-10,2019-05-06,2019-05-09,1,27,196,8,7,0.1,139.03,167.5,1055.25,82.04,65,26,3,94
2665,SO - 0002766,Distributor,WARE-XYS1001,2019-02-04,2019-04-10,2019-04-17,2019-04-25,21,21,33,42,7,0.1,1485.06,2284.7,14393.61,3998.19,65,7,8,80
2666,SO - 0002767,In-Store,WARE-NMK1003,2019-02-04,2019-04-10,2019-04-23,2019-04-25,11,22,119,25,3,0.08,1489.41,1909.5,5270.22,801.99,65,13,2,80
2667,SO - 0002768,In-Store,WARE-NMK1003,2019-02-04,2019-04-10,2019-05-02,2019-05-09,5,18,128,38,8,0.05,3296.4,5494.0,41754.4,15383.2,65,22,7,94
2668,SO - 0002769,In-Store,WARE-PUJ1005,2018-10-27,2019-04-10,2019-05-05,2019-05-09,9,47,284,21,8,0.08,2137.3,3886.0,28600.960000000003,11502.56,165,25,4,194
2669,SO - 0002770,In-Store,WARE-MKL1006,2018-10-27,2019-04-10,2019-04-17,2019-04-21,2,32,342,22,3,0.1,166.5,234.5,633.1500000000001,133.65,165,7,4,176
2670,SO - 0002771,In-Store,WARE-NMK1003,2018-10-27,2019-04-11,2019-05-07,2019-05-08,5,38,124,45,5,0.05,4372.96,5205.9,24728.024999999998,2863.22,166,26,1,193
2671,SO - 0002772,Wholesale,WARE-MKL1006,2018-10-27,2019-04-11,2019-05-08,2019-05-12,28,35,343,19,7,0.05,1336.18,1735.3,11539.744999999999,2186.48,166,27,4,197
2672,SO - 0002773,Online,WARE-NMK1003,2018-10-27,2019-04-11,2019-04-13,2019-04-18,14,12,142,14,1,0.2,430.54,1025.1,820.0799999999999,389.54,166,2,5,173
2673,SO - 0002774,Distributor,WARE-NBV1002,2019-02-04,2019-04-11,2019-04-17,2019-04-21,21,2,84,5,3,0.3,1981.86,3886.0,8160.599999999999,2215.02,66,6,4,76
2674,SO - 0002775,Distributor,WARE-NMK1003,2018-10-27,2019-04-11,2019-05-01,2019-05-03,21,1,105,29,4,0.08,502.3,984.9,3624.4320000000002,1615.23,166,20,2,188
2675,SO - 0002776,Online,WARE-PUJ1005,2019-02-04,2019-04-12,2019-04-19,2019-04-22,18,43,299,3,5,0.15,511.34,1065.3,4527.525,1970.82,67,7,3,77
2676,SO - 0002777,Distributor,WARE-PUJ1005,2019-02-04,2019-04-12,2019-05-06,2019-05-12,22,10,304,31,7,0.3,3402.66,5078.6,24885.14,1066.52,67,24,6,97
2677,SO - 0002778,Online,WARE-MKL1006,2018-10-27,2019-04-12,2019-04-27,2019-04-30,18,3,339,11,7,0.1,168.24,207.7,1308.51,130.83,167,15,3,185
2678,SO - 0002779,Wholesale,WARE-NMK1003,2018-10-27,2019-04-12,2019-04-23,2019-04-30,25,20,150,47,3,0.05,1585.22,2264.6,6454.11,1698.45,167,11,7,185
2679,SO - 0002780,Distributor,WARE-XYS1001,2019-02-04,2019-04-12,2019-04-20,2019-04-25,22,30,28,41,6,0.08,840.18,1909.5,10540.44,5499.36,67,8,5,80
2680,SO - 0002781,Distributor,WARE-NMK1003,2018-10-27,2019-04-12,2019-05-10,2019-05-18,22,30,143,28,8,0.05,765.41,1125.6,8554.56,2431.28,167,28,8,203
2681,SO - 0002782,Online,WARE-NMK1003,2019-02-04,2019-04-12,2019-04-17,2019-04-21,16,14,162,25,4,0.15,4209.34,5688.3,19340.22,2502.86,67,5,4,76
2682,SO - 0002783,Online,WARE-NMK1003,2018-10-27,2019-04-13,2019-05-02,2019-05-06,17,41,177,43,5,0.1,117.25,167.5,753.75,167.5,168,19,4,191
2683,SO - 0002784,Online,WARE-NBV1002,2019-02-04,2019-04-13,2019-04-23,2019-04-24,16,25,78,47,5,0.08,1668.3,2224.4,10232.24,1890.74,68,10,1,79
2684,SO - 0002785,Wholesale,WARE-XYS1001,2018-10-27,2019-04-13,2019-04-16,2019-04-21,28,37,58,44,4,0.05,686.15,891.1,3386.18,641.58,168,3,5,176
2685,SO - 0002786,Online,WARE-PUJ1005,2018-10-27,2019-04-13,2019-04-23,2019-04-24,18,29,311,34,4,0.15,2726.9,3685.0,12529.0,1621.4,168,10,1,179
2686,SO - 0002787,Online,WARE-NMK1003,2019-02-04,2019-04-13,2019-04-23,2019-05-02,20,4,143,45,8,0.1,472.35,1005.0,7236.0,3457.2,68,10,9,87
2687,SO - 0002788,Online,WARE-NMK1003,2018-10-27,2019-04-13,2019-04-24,2019-05-03,15,19,142,8,8,0.08,782.56,1956.4,14399.104000000001,8138.62,168,11,9,188
2688,SO - 0002789,Online,WARE-NBV1002,2019-02-04,2019-04-13,2019-04-17,2019-04-25,13,14,78,34,7,0.08,1650.81,3839.1,24723.804,13168.13,68,4,8,80
2689,SO - 0002790,In-Store,WARE-NBV1002,2019-02-04,2019-04-13,2019-05-05,2019-05-14,4,38,80,33,1,0.05,948.12,1788.9,1699.455,751.33,68,22,9,99
2690,SO - 0002791,Distributor,WARE-MKL1006,2019-02-04,2019-04-13,2019-04-17,2019-04-22,21,23,348,15,1,0.1,851.84,1092.1,982.89,131.05,68,4,5,77
2691,SO - 0002792,In-Store,WARE-MKL1006,2019-02-04,2019-04-14,2019-05-12,2019-05-20,3,43,346,21,2,0.08,992.2,1681.7,3094.3280000000004,1109.93,69,28,8,105
2692,SO - 0002793,Wholesale,WARE-XYS1001,2018-10-27,2019-04-14,2019-05-03,2019-05-07,27,17,26,8,5,0.08,841.52,1051.9,4838.740000000001,631.14,169,19,4,192
2693,SO - 0002794,In-Store,WARE-NMK1003,2019-02-04,2019-04-14,2019-04-17,2019-04-23,9,11,108,39,8,0.08,99.16,247.9,1824.544,1031.26,69,3,6,78
2694,SO - 0002795,In-Store,WARE-XYS1001,2019-02-04,2019-04-14,2019-05-10,2019-05-11,6,11,1,35,6,0.05,2517.19,3872.6,22073.82,6970.68,69,26,1,96
2695,SO - 0002796,Wholesale,WARE-NBV1002,2018-10-27,2019-04-14,2019-04-26,2019-04-29,26,16,66,2,6,0.05,2047.52,2559.4,14588.579999999998,2303.46,169,12,3,184
2696,SO - 0002797,In-Store,WARE-NMK1003,2018-10-27,2019-04-14,2019-05-04,2019-05-05,6,44,151,41,1,0.15,1461.4,1782.2,1514.87,53.47,169,20,1,190
2697,SO - 0002798,Distributor,WARE-NMK1003,2018-10-27,2019-04-14,2019-04-25,2019-04-27,21,2,135,22,8,0.08,4352.32,5440.4,40041.344,5222.78,169,11,2,182
2698,SO - 0002799,Distributor,WARE-PUJ1005,2018-10-27,2019-04-14,2019-04-23,2019-04-29,22,37,270,42,1,0.2,643.2,1286.4,1029.1200000000001,385.92,169,9,6,184
2699,SO - 0002800,Wholesale,WARE-NMK1003,2018-10-27,2019-04-14,2019-05-08,2019-05-18,25,2,132,31,4,0.05,549.4,1098.8,4175.44,1977.84,169,24,10,203
2700,SO - 0002801,In-Store,WARE-XYS1001,2018-10-27,2019-04-15,2019-04-25,2019-05-01,8,7,3,3,4,0.1,412.72,1031.8,3714.48,2063.6,170,10,6,186
2701,SO - 0002802,Online,WARE-NMK1003,2018-10-27,2019-04-15,2019-04-29,2019-05-04,18,11,158,42,4,0.2,1612.42,2559.4,8190.080000000001,1740.4,170,14,5,189
2702,SO - 0002803,In-Store,WARE-NMK1003,2019-02-04,2019-04-15,2019-05-06,2019-05-14,4,30,91,35,2,0.3,1434.2,1862.6,2607.64,-260.76,70,21,8,99
2703,SO - 0002804,In-Store,WARE-MKL1006,2019-02-04,2019-04-15,2019-05-13,2019-05-14,7,28,357,41,7,0.05,520.99,1085.4,7217.910000000001,3570.98,70,28,1,99
2704,SO - 0002805,Online,WARE-MKL1006,2019-02-04,2019-04-15,2019-04-22,2019-05-01,14,29,346,18,1,0.08,901.15,1802.3,1658.116,756.97,70,7,9,86
2705,SO - 0002806,Online,WARE-NMK1003,2019-02-04,2019-04-15,2019-05-06,2019-05-12,16,9,200,17,3,0.3,1430.85,1882.7,3953.6699999999996,-338.88,70,21,6,97
2706,SO - 0002807,Online,WARE-NMK1003,2018-10-27,2019-04-15,2019-05-11,2019-05-16,18,4,148,21,2,0.08,1226.37,1916.2,3525.8080000000004,1073.07,170,26,5,201
2707,SO - 0002808,Online,WARE-NMK1003,2019-02-04,2019-04-15,2019-05-12,2019-05-17,19,15,97,39,6,0.2,694.12,991.6,4759.68,594.96,70,27,5,102
2708,SO - 0002809,In-Store,WARE-XYS1001,2018-10-27,2019-04-15,2019-05-05,2019-05-07,11,48,20,31,1,0.05,922.59,1809.0,1718.55,795.96,170,20,2,192
2709,SO - 0002810,Online,WARE-NMK1003,2019-02-04,2019-04-16,2019-05-08,2019-05-10,17,26,185,16,6,0.1,614.86,891.1,4811.9400000000005,1122.78,71,22,2,95
2710,SO - 0002811,Distributor,WARE-PUJ1005,2019-02-04,2019-04-16,2019-04-29,2019-05-04,21,45,325,12,4,0.05,150.21,254.6,967.4799999999999,366.64,71,13,5,89
2711,SO - 0002812,In-Store,WARE-MKL1006,2019-02-04,2019-04-16,2019-04-21,2019-04-29,4,26,362,11,7,0.1,1322.58,3149.0,19838.7,10580.64,71,5,8,84
2712,SO - 0002813,Wholesale,WARE-UHY1004,2018-10-27,2019-04-16,2019-05-02,2019-05-07,27,29,237,6,7,0.08,1775.84,3946.3,25414.172000000002,12983.29,171,16,5,192
2713,SO - 0002814,In-Store,WARE-PUJ1005,2019-02-04,2019-04-16,2019-05-01,2019-05-03,6,5,263,11,7,0.05,748.79,1701.8,11316.97,6075.44,71,15,2,88
2714,SO - 0002815,In-Store,WARE-NMK1003,2018-10-27,2019-04-16,2019-05-07,2019-05-13,4,4,197,44,5,0.05,445.15,1011.7,4805.575,2579.82,171,21,6,198
2715,SO - 0002816,Online,WARE-NMK1003,2018-10-27,2019-04-16,2019-05-09,2019-05-15,16,20,153,23,5,0.4,383.24,871.0,2613.0,696.8,171,23,6,200
2716,SO - 0002817,In-Store,WARE-NMK1003,2018-10-27,2019-04-17,2019-04-24,2019-04-28,7,47,160,38,3,0.08,442.2,1105.5,3051.1800000000003,1724.58,172,7,4,183
2717,SO - 0002818,Wholesale,WARE-NMK1003,2019-02-04,2019-04-17,2019-04-21,2019-04-25,28,13,125,4,7,0.05,4611.74,6405.2,42594.579999999994,10312.4,72,4,4,80
2718,SO - 0002819,Online,WARE-MKL1006,2018-10-27,2019-04-17,2019-05-08,2019-05-10,13,11,344,4,4,0.3,1798.95,2398.6,6716.079999999999,-479.72,172,21,2,195
2719,SO - 0002820,Wholesale,WARE-UHY1004,2019-02-04,2019-04-17,2019-04-27,2019-05-07,28,24,234,12,3,0.15,811.91,1112.2,2836.11,400.38,72,10,10,92
2720,SO - 0002821,Wholesale,WARE-PUJ1005,2019-02-04,2019-04-17,2019-05-13,2019-05-18,27,26,277,4,4,0.15,1103.69,1936.3,6583.42,2168.66,72,26,5,103
2721,SO - 0002822,In-Store,WARE-UHY1004,2019-02-04,2019-04-17,2019-04-26,2019-05-04,4,15,252,33,2,0.08,452.32,1051.9,1935.4960000000003,1030.86,72,9,8,89
2722,SO - 0002823,In-Store,WARE-NBV1002,2019-02-04,2019-04-17,2019-05-06,2019-05-15,9,46,85,3,5,0.3,662.7,1051.9,3681.65,368.15,72,19,9,100
2723,SO - 0002824,Distributor,WARE-XYS1001,2019-02-04,2019-04-17,2019-04-21,2019-05-01,23,11,11,3,3,0.08,589.73,1092.1,3014.196,1245.01,72,4,10,86
2724,SO - 0002825,Online,WARE-XYS1001,2019-02-04,2019-04-17,2019-05-03,2019-05-04,19,47,6,33,2,0.2,1905.48,3175.8,5081.280000000001,1270.32,72,16,1,89
2725,SO - 0002826,Online,WARE-PUJ1005,2018-10-27,2019-04-18,2019-04-30,2019-05-01,17,14,309,1,7,0.1,1808.73,2659.9,16757.370000000003,4096.26,173,12,1,186
2726,SO - 0002827,In-Store,WARE-NBV1002,2019-02-04,2019-04-18,2019-04-28,2019-05-04,6,25,73,43,7,0.08,768.49,1038.5,6687.9400000000005,1308.51,73,10,6,89
2727,SO - 0002828,Online,WARE-XYS1001,2019-02-04,2019-04-18,2019-05-09,2019-05-17,13,1,21,14,1,0.05,860.82,1956.4,1858.58,997.76,73,21,8,102
2728,SO - 0002829,Wholesale,WARE-NMK1003,2018-10-27,2019-04-18,2019-05-13,2019-05-20,28,7,145,37,7,0.15,844.2,1125.6,6697.319999999999,787.92,173,25,7,205
2729,SO - 0002830,In-Store,WARE-UHY1004,2018-10-27,2019-04-18,2019-05-03,2019-05-07,5,5,214,29,6,0.1,1339.2,1762.1,9515.34,1480.14,173,15,4,192
2730,SO - 0002831,In-Store,WARE-UHY1004,2019-02-04,2019-04-18,2019-04-27,2019-04-28,3,47,219,33,4,0.05,334.2,777.2,2953.36,1616.56,73,9,1,83
2731,SO - 0002832,In-Store,WARE-NMK1003,2018-10-27,2019-04-18,2019-04-20,2019-04-29,3,11,98,19,7,0.05,1462.54,1762.1,11717.965,1480.19,173,2,9,184
2732,SO - 0002833,In-Store,WARE-PUJ1005,2018-10-27,2019-04-18,2019-05-06,2019-05-11,2,7,295,17,8,0.1,511.61,1112.2,8007.84,3914.96,173,18,5,196
2733,SO - 0002834,Wholesale,WARE-NMK1003,2019-02-04,2019-04-19,2019-05-16,2019-05-23,27,32,180,28,8,0.05,1306.5,2512.5,19095.0,8643.0,74,27,7,108
2734,SO - 0002835,Wholesale,WARE-PUJ1005,2019-02-04,2019-04-19,2019-04-29,2019-05-02,28,6,266,45,8,0.15,430.94,897.8,6105.04,2657.52,74,10,3,87
2735,SO - 0002836,Wholesale,WARE-UHY1004,2019-02-04,2019-04-19,2019-05-05,2019-05-08,26,30,209,14,8,0.15,3236.1,6472.2,44010.96,18122.16,74,16,3,93
2736,SO - 0002837,In-Store,WARE-XYS1001,2019-02-04,2019-04-19,2019-04-27,2019-05-04,10,33,29,41,8,0.1,747.72,1038.5,7477.2,1495.44,74,8,7,89
2737,SO - 0002838,In-Store,WARE-NMK1003,2019-02-04,2019-04-19,2019-05-08,2019-05-16,3,19,133,29,1,0.08,4045.73,5949.6,5473.6320000000005,1427.9,74,19,8,101
2738,SO - 0002839,Distributor,WARE-NMK1003,2019-02-04,2019-04-19,2019-04-26,2019-05-06,23,9,96,23,6,0.08,474.96,931.3,5140.776,2291.02,74,7,10,91
2739,SO - 0002840,In-Store,WARE-PUJ1005,2019-02-04,2019-04-19,2019-05-09,2019-05-15,7,46,273,9,8,0.05,1024.3,2438.8,18534.88,10340.48,74,20,6,100
2740,SO - 0002841,Online,WARE-NMK1003,2018-10-27,2019-04-19,2019-05-13,2019-05-19,20,21,163,6,7,0.3,419.02,710.2,3479.98,546.84,174,24,6,204
2741,SO - 0002842,Online,WARE-PUJ1005,2019-02-04,2019-04-20,2019-05-15,2019-05-24,19,4,310,13,5,0.05,427.73,1018.4,4837.4,2698.75,75,25,9,109
2742,SO - 0002843,Online,WARE-NMK1003,2019-02-04,2019-04-20,2019-05-16,2019-05-20,13,16,125,16,8,0.1,2111.51,3839.1,27641.52,10749.44,75,26,4,105
2743,SO - 0002844,In-Store,WARE-NBV1002,2019-02-04,2019-04-20,2019-04-23,2019-05-01,4,47,77,18,2,0.4,824.1,1098.8,1318.56,-329.64,75,3,8,86
2744,SO - 0002845,Online,WARE-NBV1002,2019-02-04,2019-04-20,2019-04-24,2019-05-04,14,15,77,24,2,0.05,725.81,1051.9,1998.6100000000001,546.99,75,4,10,89
2745,SO - 0002846,In-Store,WARE-NMK1003,2019-02-04,2019-04-20,2019-04-22,2019-05-01,1,45,115,29,7,0.05,2628.81,3865.9,25708.235,7306.57,75,2,9,86
2746,SO - 0002847,Online,WARE-PUJ1005,2019-02-04,2019-04-20,2019-04-25,2019-04-30,13,36,320,8,6,0.1,559.45,1118.9,6042.06,2685.36,75,5,5,85
2747,SO - 0002848,In-Store,WARE-XYS1001,2018-10-27,2019-04-20,2019-05-03,2019-05-13,11,22,13,26,5,0.05,3351.88,5078.6,24123.35,7363.95,175,13,10,198
2748,SO - 0002849,In-Store,WARE-PUJ1005,2018-10-27,2019-04-20,2019-05-12,2019-05-18,9,50,267,10,3,0.05,1085.07,2646.5,7542.525,4287.31,175,22,6,203
2749,SO - 0002850,In-Store,WARE-XYS1001,2019-02-04,2019-04-20,2019-05-12,2019-05-14,1,28,14,1,8,0.4,2261.65,3899.4,18717.12,623.92,75,22,2,99
2750,SO - 0002851,In-Store,WARE-XYS1001,2019-02-04,2019-04-20,2019-05-01,2019-05-08,8,37,48,31,8,0.3,1466.56,2485.7,13919.919999999998,2187.44,75,11,7,93
2751,SO - 0002852,Online,WARE-NBV1002,2019-02-04,2019-04-20,2019-05-12,2019-05-16,13,32,77,12,3,0.05,1535.1,2398.6,6836.009999999998,2230.71,75,22,4,101
2752,SO - 0002853,Online,WARE-UHY1004,2019-02-04,2019-04-21,2019-04-27,2019-05-05,16,42,215,47,4,0.4,1830.71,2653.2,6367.679999999999,-955.16,76,6,8,90
2753,SO - 0002854,Wholesale,WARE-NMK1003,2019-02-04,2019-04-21,2019-05-04,2019-05-14,28,46,202,13,4,0.05,1109.65,2264.6,8605.48,4166.88,76,13,10,99
2754,SO - 0002855,Online,WARE-UHY1004,2019-02-04,2019-04-21,2019-05-11,2019-05-16,14,18,213,13,7,0.05,2996.11,5165.7,34351.905,13379.13,76,20,5,101
2755,SO - 0002856,Distributor,WARE-NBV1002,2019-02-04,2019-04-21,2019-05-15,2019-05-19,25,46,59,23,4,0.05,882.19,1145.7,4353.66,824.9,76,24,4,104
2756,SO - 0002857,Online,WARE-XYS1001,2018-10-27,2019-04-21,2019-04-24,2019-05-01,17,41,29,4,1,0.05,3205.88,5433.7,5162.014999999999,1956.13,176,3,7,186
2757,SO - 0002858,Online,WARE-NMK1003,2019-02-04,2019-04-22,2019-05-18,2019-05-26,13,37,107,40,4,0.08,104.52,201.0,739.6800000000001,321.6,77,26,8,111
2758,SO - 0002859,Online,WARE-MKL1006,2019-02-04,2019-04-22,2019-05-13,2019-05-22,20,45,349,20,5,0.1,776.66,1688.4,7597.800000000001,3714.5,77,21,9,107
2759,SO - 0002860,Online,WARE-NMK1003,2019-02-04,2019-04-22,2019-05-02,2019-05-09,19,31,188,38,6,0.1,402.0,1005.0,5427.0,3015.0,77,10,7,94
2760,SO - 0002861,Wholesale,WARE-PUJ1005,2018-10-27,2019-04-22,2019-05-06,2019-05-14,26,1,327,10,1,0.3,1288.28,1695.1,1186.57,-101.71,177,14,8,199
2761,SO - 0002862,Online,WARE-NMK1003,2019-02-04,2019-04-22,2019-04-26,2019-05-02,13,32,187,24,3,0.15,645.75,1058.6,2699.43,762.18,77,4,6,87
2762,SO - 0002863,In-Store,WARE-UHY1004,2019-02-04,2019-04-22,2019-05-20,2019-05-24,4,50,208,24,4,0.05,4877.6,6097.0,23168.6,3658.2,77,28,4,109
2763,SO - 0002864,Online,WARE-XYS1001,2019-02-04,2019-04-22,2019-05-13,2019-05-16,13,9,37,19,4,0.2,712.88,1782.2,5703.040000000001,2851.52,77,21,3,101
2764,SO - 0002865,Distributor,WARE-XYS1001,2019-02-04,2019-04-22,2019-05-13,2019-05-18,20,4,25,4,6,0.05,1441.44,2324.9,13251.93,4603.29,77,21,5,103
2765,SO - 0002866,Wholesale,WARE-NMK1003,2019-02-04,2019-04-23,2019-05-20,2019-05-29,27,23,145,10,6,0.1,2600.14,3939.6,21273.84,5673.0,78,27,9,114
2766,SO - 0002867,In-Store,WARE-MKL1006,2019-02-04,2019-04-23,2019-05-03,2019-05-13,3,37,339,30,3,0.2,84.42,187.6,450.24,196.98,78,10,10,98
2767,SO - 0002868,In-Store,WARE-NMK1003,2019-02-04,2019-04-23,2019-05-01,2019-05-04,7,30,93,27,2,0.05,1787.29,2351.7,4468.23,893.65,78,8,3,89
2768,SO - 0002869,Online,WARE-NBV1002,2019-02-04,2019-04-23,2019-04-26,2019-05-04,18,6,75,2,5,0.08,206.36,268.0,1232.8,201.0,78,3,8,89
2769,SO - 0002870,Online,WARE-NMK1003,2019-02-04,2019-04-23,2019-04-29,2019-05-02,19,34,171,2,4,0.15,2529.38,3242.8,11025.52,908.0,78,6,3,87
2770,SO - 0002871,Wholesale,WARE-NMK1003,2019-02-04,2019-04-23,2019-05-14,2019-05-15,27,9,190,13,1,0.1,806.35,971.5,874.35,68.0,78,21,1,100
2771,SO - 0002872,Wholesale,WARE-NMK1003,2019-02-04,2019-04-24,2019-05-15,2019-05-20,27,1,104,25,1,0.08,2768.78,3691.7,3396.364,627.58,79,21,5,105
2772,SO - 0002873,Distributor,WARE-MKL1006,2019-02-04,2019-04-24,2019-04-29,2019-05-09,21,38,332,41,3,0.3,157.38,194.3,408.03,-64.11,79,5,10,94
2773,SO - 0002874,Distributor,WARE-NBV1002,2019-02-04,2019-04-24,2019-05-17,2019-05-20,22,15,81,32,2,0.08,919.78,1179.2,2169.728,330.17,79,23,3,105
2774,SO - 0002875,In-Store,WARE-MKL1006,2019-02-04,2019-04-24,2019-05-15,2019-05-18,10,3,341,13,4,0.05,104.52,174.2,661.9599999999999,243.88,79,21,3,103
2775,SO - 0002876,Wholesale,WARE-NMK1003,2018-10-27,2019-04-24,2019-05-02,2019-05-05,26,32,102,11,8,0.15,491.45,1092.1,7426.279999999999,3494.68,179,8,3,190
2776,SO - 0002877,Wholesale,WARE-NMK1003,2019-02-04,2019-04-24,2019-05-19,2019-05-25,27,23,180,2,1,0.1,3352.28,5406.9,4866.21,1513.93,79,25,6,110
2777,SO - 0002878,In-Store,WARE-XYS1001,2018-10-27,2019-04-24,2019-05-04,2019-05-07,11,34,6,39,7,0.05,635.56,1025.1,6816.914999999999,2367.99,179,10,3,192
2778,SO - 0002879,In-Store,WARE-XYS1001,2019-02-04,2019-04-24,2019-05-09,2019-05-11,11,32,52,8,8,0.4,2078.41,3102.1,14890.079999999998,-1737.2,79,15,2,96
2779,SO - 0002880,Online,WARE-XYS1001,2019-02-04,2019-04-24,2019-04-26,2019-05-01,19,43,35,28,2,0.15,1472.53,2231.1,3792.87,847.81,79,2,5,86
2780,SO - 0002881,In-Store,WARE-MKL1006,2019-02-04,2019-04-24,2019-05-20,2019-05-30,8,6,345,45,7,0.08,811.37,1159.1,7464.604,1785.01,79,26,10,115
2781,SO - 0002882,Distributor,WARE-NBV1002,2019-02-04,2019-04-24,2019-05-13,2019-05-21,21,1,80,11,5,0.08,1163.12,1876.0,8629.6,2814.0,79,19,8,106
2782,SO - 0002883,Online,WARE-XYS1001,2019-02-04,2019-04-24,2019-05-09,2019-05-10,13,3,45,33,8,0.08,1221.81,2599.6,19133.056,9358.58,79,15,1,95
2783,SO - 0002884,In-Store,WARE-UHY1004,2019-02-04,2019-04-24,2019-05-19,2019-05-26,5,33,234,2,8,0.05,611.58,1092.1,8299.96,3407.32,79,25,7,111
2784,SO - 0002885,Distributor,WARE-XYS1001,2019-02-04,2019-04-24,2019-05-09,2019-05-11,24,43,40,36,7,0.3,1146.5,2492.4,12212.76,4187.26,79,15,2,96
2785,SO - 0002886,In-Store,WARE-UHY1004,2019-02-04,2019-04-25,2019-05-17,2019-05-21,4,34,215,28,2,0.08,2153.11,2760.4,5079.136,772.92,80,22,4,106
2786,SO - 0002887,In-Store,WARE-UHY1004,2019-02-04,2019-04-25,2019-05-17,2019-05-26,3,34,241,25,8,0.05,68.68,167.5,1273.0,723.56,80,22,9,111
2787,SO - 0002888,Wholesale,WARE-NMK1003,2018-10-27,2019-04-25,2019-05-03,2019-05-12,26,11,135,6,2,0.05,2107.82,3832.4,7281.5599999999995,3065.92,180,8,9,197
2788,SO - 0002889,Distributor,WARE-NBV1002,2019-02-04,2019-04-25,2019-05-20,2019-05-27,22,7,60,6,4,0.05,1167.14,1742.0,6619.599999999999,1951.04,80,25,7,112
2789,SO - 0002890,Distributor,WARE-MKL1006,2019-02-04,2019-04-25,2019-05-19,2019-05-23,22,4,337,46,6,0.05,680.99,1031.8,5881.259999999999,1795.32,80,24,4,108
2790,SO - 0002891,In-Store,WARE-NMK1003,2019-02-04,2019-04-25,2019-05-15,2019-05-24,1,41,153,14,6,0.05,4724.97,6385.1,36395.07,8045.25,80,20,9,109
2791,SO - 0002892,Distributor,WARE-XYS1001,2019-02-04,2019-04-25,2019-05-16,2019-05-17,22,43,28,22,6,0.1,686.08,1072.0,5788.8,1672.32,80,21,1,102
2792,SO - 0002893,Online,WARE-NMK1003,2019-02-04,2019-04-25,2019-05-18,2019-05-21,15,6,112,19,6,0.08,861.08,1688.4,9319.968,4153.49,80,23,3,106
2793,SO - 0002894,Wholesale,WARE-MKL1006,2019-02-04,2019-04-25,2019-05-10,2019-05-20,27,34,342,16,2,0.08,548.73,1306.5,2403.96,1306.5,80,15,10,105
2794,SO - 0002895,Online,WARE-NMK1003,2019-02-04,2019-04-25,2019-05-18,2019-05-26,19,38,110,40,2,0.1,115.78,241.2,434.15999999999997,202.6,80,23,8,111
2795,SO - 0002896,Online,WARE-PUJ1005,2019-02-04,2019-04-25,2019-05-09,2019-05-14,17,8,328,3,7,0.1,1743.74,2264.6,14266.98,2060.8,80,14,5,99
2796,SO - 0002897,In-Store,WARE-UHY1004,2018-10-27,2019-04-25,2019-05-23,2019-05-26,7,7,260,2,3,0.08,142.91,180.9,499.2840000000001,70.55,180,28,3,211
2797,SO - 0002898,Online,WARE-NMK1003,2019-02-04,2019-04-25,2019-05-20,2019-05-23,16,9,155,20,3,0.05,1656.78,3765.4,10731.39,5761.05,80,25,3,108
2798,SO - 0002899,Online,WARE-MKL1006,2019-02-04,2019-04-26,2019-05-17,2019-05-26,19,43,366,39,1,0.3,2814.0,4020.0,2814.0,0.0,81,21,9,111
2799,SO - 0002900,In-Store,WARE-NMK1003,2018-10-27,2019-04-26,2019-05-01,2019-05-09,10,16,203,29,6,0.2,696.47,904.5,4341.6,162.78,181,5,8,194
